,名字,姓,名,中文名,汉名,漢名,洋名又名,汉名又名,无调姓,无调名,生年,卒年,族裔,备注,加权计数
3621,Hsun-hsin Chou,Chou,Hsun-hsin,周舜莘,周舜莘,周舜莘,0,0,Chou,Hsun-hsin,0.0,0.0,0,0,10
3622,Ju-hsi Chou,Chou,Ju-hsi,周汝式,周汝式,周汝式,0,0,Chou, Ju-hsi,0.0,0.0,0,0,10
3623,Ju-shi Chou,Chou,Ju-shi,周汝式,周汝式,周汝式,0,0,Chou, Ju-shi,0.0,0.0,0,0,10
3625,Ping Chou,Chou,Ping,周平,周平,周平,0,0,Chou, Ping,0.0,0.0,0,0,10
3626,Ping Chou,Chou,Ping,周平,周平,周平,0,0,Chou,Ping,0.0,0.0,0,0,10
3627,Shun-hsin Chou,Chou,Shun-hsin,周舜莘,周舜莘,周舜莘,0,0,Chou, Shun-hsin,0.0,0.0,0,0,10
3635,Kim-chong Chong,Chong,Kim-chong,庄锦章,庄锦章,莊錦章,0,0,Chong,Kim-chong,0.0,0.0,0,0,10
3636,Kim-chong Chong,Chong,Kim-chong,莊錦章,庄锦章,莊錦章,0,0,Chong, Kim-chong,0.0,0.0,0,0,10
3639,Wi-vun Taiffalo Chiung,Chiung,Wi-vun Taiffalo,蒋为文,蒋为文,蔣爲文,0,0,Chiung, Wi-vun Taiffalo,0.0,0.0,0,0,10
3640,Wi-vun Taiffalo Chiung,Chiung,Wi-vun Taiffalo,蔣為文,蒋为文,蔣為文,0,0,Chiung, Wi-vun Taiffalo,0.0,0.0,0,0,10
3662,Annping Chin,Chin,Annping,金安平,金安平,金安平,0,0,Chin, Annping,0.0,0.0,0,0,10
3663,Annping Chin,Chin,Annping,金安平,金安平,金安平,0,0,Chin,Annping,1950.0,0.0,0,台湾出生。史景迁之妻。,10
3722,Peter P. C. Cheng,Cheng,Peter P. C.,陳炳杞,陈炳杞,陳炳杞,0,0,Cheng, Peter P. C.,0.0,0.0,0,0,10
3723,Peter P.C. Cheng,Cheng,Peter P.C.,陈炳杞,陈炳杞,陳炳杞,0,0,Cheng, Peter P.C.,0.0,0.0,0,0,10
3739,Chi-yun Chen,Chen,Chi-yun,陈启云,陈启云,陳啓雲,0,0,Chen, Chi-yun,0.0,0.0,0,0,10
3740,Chi-yun Chen,Chen,Chi-yun,陳啟雲,陈启云,陳啟雲,0,0,Chen, Chi-yun,0.0,0.0,0,0,10
3761,Jie Chen,Chen,Jie,陈杰,陈杰,陳杰,0,0,Chen, Jie,0.0,0.0,0,0,10
3762,Jie Chen,Chen,Jie,陳傑,陈杰,陳傑,0,0,Chen, Jie,0.0,0.0,0,0,10
3780,Nai-ruem Chen,Chen,Nai-ruem,陳乃潤,陈乃润,陳乃潤,0,0,Chen, Nai-ruem,0.0,0.0,0,0,10
3781,Nai-ruenn Chen,Chen,Nai-ruenn,陈乃润,陈乃润,陳乃潤,0,0,Chen, Nai-ruenn,0.0,0.0,0,0,10
